Year,Month,Day,Hours,Minutes,Seconds,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Penumbral Magnitude,Umbral Magnitude,Latitude,Longitude,Penumbral Eclipse Duration (m)
0112,1,2,1,30,20,9437,-23352,65,8,0.1064,2.7137,1.6126,23,19,376.6
0112,6,27,11,51,18,9433,-23346,70,8,0.105,2.6443,1.686,-24,-139,323.6
0112,12,21,3,24,24,9428,-23340,75,5,-0.5793,1.8257,0.7647,23,-11,333.3
0113,6,17,0,39,51,9423,-23334,80,5,0.9012,1.208,0.2008,-23,28,282.4
0113,11,11,0,49,12,9420,-23329,47,1,1.4962,0.103,-0.8781,19,23,86.3
0113,12,10,12,31,29,9419,-23328,85,1,-1.2238,0.6146,-0.3898,22,-149,206.5
0114,5,7,15,53,58,9415,-23323,52,1,-1.0998,0.8749,-0.1947,-17,159,268.3
0114,10,31,16,29,23,9410,-23317,57,5,0.8354,1.3105,0.3393,15,148,269.8
0115,4,26,16,44,15,9406,-23311,62,6,-0.337,2.2682,1.2113,-13,147,359.2
0115,10,21,6,44,43,9401,-23305,67,8,0.1697,2.5494,1.5439,10,-65,333.4
0116,4,14,22,50,23,9396,-23299,72,6,0.4345,2.0648,1.0567,-9,56,331
0116,10,9,15,17,8,9392,-23293,77,5,-0.5594,1.8617,0.8016,6,167,336.9
0117,3,6,3,36,1,9388,-23288,44,1,-1.4199,0.2306,-0.7259,5,-12,126
0117,4,4,11,52,4,9387,-23287,82,1,1.1435,0.7404,-0.2213,-4,-138,218
0117,9,28,16,53,3,9382,-23281,87,1,-1.2892,0.5397,-0.5542,1,144,219
0118,2,23,19,58,14,9379,-23276,54,5,-0.7452,1.4748,0.506,9,103,283.3
0118,8,19,1,36,55,9374,-23270,59,5,0.9165,1.1985,0.1545,-13,15,291.1
0119,2,13,8,57,54,9369,-23264,64,7,-0.0433,2.7883,1.7689,14,-91,343.7
0119,8,8,11,1,20,9365,-23258,69,8,0.1323,2.6079,1.6224,-17,-126,332.2
0120,2,2,14,56,3,9360,-23252,74,5,0.7004,1.6115,0.5347,18,179,330.5
0120,7,28,2,21,13,9355,-23246,79,5,-0.5974,1.7356,0.7874,-20,5,293.6
0121,1,21,14,51,16,9351,-23240,84,1,1.404,0.3321,-0.7678,21,-180,175.7
0121,6,18,11,35,45,9347,-23235,51,1,1.2185,0.6066,-0.3628,-22,-136,203.4
0121,7,17,19,19,8,9346,-23234,89,1,-1.3213,0.4101,-0.5437,-23,110,166.5
0121,12,11,23,53,41,9342,-23229,56,5,-0.8849,1.2567,0.2121,22,40,289.9
0122,6,7,22,37,31,9338,-23223,61,5,0.4923,1.966,0.9434,-22,58,335.2
0122,12,1,10,53,36,9333,-23217,66,7,-0.1626,2.5552,1.564,22,-126,325.9
0123,5,28,2,29,2,9328,-23211,71,6,-0.2837,2.3698,1.3057,-21,0,366.4
0123,11,21,2,8,23,9324,-23205,76,5,0.503,1.9204,0.9493,20,4,302.3
0124,5,16,3,6,14,9319,-23199,81,1,-1.0404,0.9798,-0.0816,-20,-10,278.4
0124,11,9,17,1,56,9314,-23193,86,1,1.1928,0.6677,-0.3292,18,140,212.5
0125,4,5,21,18,32,9311,-23188,53,5,0.935,1.1394,0.145,-5,80,270
0125,9,30,11,14,22,9306,-23182,58,5,-0.9234,1.1999,0.1278,2,-132,297.4
0126,3,26,11,42,21,9301,-23176,63,8,0.171,2.5218,1.5662,-1,-135,318.4
0126,9,19,11,39,11,9297,-23170,68,7,-0.2273,2.4876,1.3951,-2,-137,373.8
0127,3,16,4,25,48,9292,-23164,73,5,-0.5431,1.8397,0.8825,2,-25,299.7
0127,9,8,12,30,19,9287,-23158,78,5,0.4912,1.9879,0.9261,-6,-150,346.4
0128,2,4,6,22,8,9284,-23153,45,1,1.4585,0.2013,-0.8376,18,-52,129.2
0128,3,4,18,48,56,9283,-23152,83,1,-1.2993,0.4741,-0.5263,5,119,186.2
0128,7,29,10,16,54,9279,-23147,50,1,-1.4415,0.1976,-0.7722,-21,-114,120
0128,8,27,20,1,5,9278,-23146,88,1,1.1866,0.6821,-0.321,-10,98,219.9
0129,1,23,10,8,52,9274,-23141,55,5,0.8054,1.4256,0.3353,20,-109,322.1
0129,7,19,2,36,35,9270,-23135,60,5,-0.6956,1.5533,0.6093,-22,0,283.1
0130,1,12,9,24,15,9265,-23129,65,8,0.1193,2.6883,1.5905,22,-99,375.6
0130,7,8,19,14,6,9260,-23123,70,8,0.0334,2.7775,1.8154,-23,110,325.4
0131,1,1,11,43,30,9256,-23117,75,5,-0.5727,1.8357,0.7791,23,-135,332.5
0131,6,28,7,35,26,9251,-23111,80,5,0.8262,1.3478,0.3361,-23,-76,295
0131,11,22,9,38,19,9247,-23106,47,1,1.4959,0.1033,-0.8772,22,-109,86.3
0131,12,21,21,14,54,9247,-23105,85,1,-1.2194,0.621,-0.3801,22,80,206.8
0132,5,17,22,17,24,9243,-23100,52,1,-1.1847,0.7189,-0.3501,-20,62,247.2
0132,11,11,1,17,25,9238,-23094,57,5,0.8409,1.3016,0.328,18,16,269.5
0133,5,6,23,20,42,9234,-23088,62,6,-0.4163,2.1205,1.0679,-17,47,353.3
0133,10,31,15,15,3,9229,-23082,67,8,0.1791,2.5346,1.5243,14,166,334.6
0134,4,26,6,0,42,9224,-23076,72,6,0.3648,2.1898,1.1873,-13,-53,333.3
0134,10,20,23,16,55,9220,-23070,77,5,-0.5435,1.8937,0.8281,10,46,339.8
0135,3,17,11,38,17,9216,-23065,44,1,-1.4604,0.1545,-0.7984,1,-134,103.7
0135,4,15,19,30,1,9215,-23064,82,1,1.0829,0.8494,-0.1079,-8,106,230.2
0135,10,10,0,28,11,9210,-23058,87,1,-1.2635,0.5888,-0.5088,5,29,228.1
0136,3,6,4,5,42,9207,-23053,54,5,-0.7833,1.4044,0.4367,5,-20,279.2
0136,8,29,8,58,32,9202,-23047,59,5,0.9642,1.111,0.0669,-9,-97,282.1
0137,2,23,16,54,38,9197,-23041,64,7,-0.0757,2.7288,1.7093,10,149,344.5
0137,8,18,18,41,26,9193,-23035,69,8,0.1847,2.5116,1.5263,-14,118,330.1
0138,2,12,22,35,33,9188,-23029,74,5,0.6724,1.6625,0.5865,14,64,334.3
0138,8,8,10,7,24,9184,-23023,79,5,-0.54,1.8418,0.892,-17,-113,298.2
0139,2,1,22,30,28,9179,-23017,84,1,1.3808,0.3729,-0.7236,19,65,185.2
0139,6,29,18,51,3,9175,-23012,51,1,1.2945,0.4692,-0.5041,-22,115,182
0139,7,29,2,54,5,9174,-23011,89,1,-1.2626,0.5199,-0.4379,-21,-4,186.1
0139,12,23,8,21,15,9170,-23006,56,5,-0.8854,1.2538,0.213,23,-86,288.5
0140,6,18,5,23,41,9166,-23000,61,5,0.5756,1.8152,0.7886,-23,-44,329.9
0140,12,11,19,42,12,9161,-22994,66,7,-0.1633,2.5528,1.5639,23,102,325
0141,6,7,8,50,20,9157,-22988,71,7,-0.1944,2.5341,1.4688,-23,-96,370.2
0141,12,1,11,2,25,9152,-22982,76,5,0.5016,1.9234,0.9516,23,-129,302.5
0142,5,27,9,32,47,9147,-22976,81,5,-0.9533,1.1384,0.0797,-22,-107,294.3
0142,11,21,1,44,36,9143,-22970,86,1,1.1925,0.67,-0.3304,21,9,213.5
0143,4,17,4,40,57,9139,-22965,53,5,0.9949,1.0267,0.038,-9,-32,258.3
0143,10,11,19,1,54,9134,-22959,58,5,-0.9491,1.1556,0.078,6,110,294.4
0144,4,5,19,28,30,9130,-22953,63,8,0.227,2.417,1.4653,-6,107,316.1
0144,9,29,19,6,2,9125,-22947,68,7,-0.2618,2.4259,1.3301,2,109,372.8
0145,3,26,12,20,4,9120,-22941,73,5,-0.4942,1.9288,0.973,-2,-146,303.6
0145,9,18,20,3,29,9116,-22935,78,5,0.4511,2.0618,0.9994,-2,96,348.4
0146,2,14,14,19,19,9112,-22930,45,1,1.4897,0.1442,-0.8948,15,-172,110.3
0146,3,16,2,35,11,9111,-22929,83,1,-1.2595,0.5471,-0.4534,1,1,199.3
0146,8,9,17,55,43,9107,-22924,50,1,-1.493,0.1032,-0.8666,-18,130,87.2
0146,9,8,3,51,17,9107,-22923,88,1,1.1418,0.7644,-0.2386,-5,-21,230.2
0147,2,3,17,52,16,9103,-22918,55,5,0.8303,1.3793,0.2902,18,135,318.8
0147,7,30,10,16,55,9098,-22912,60,5,-0.7577,1.4404,0.4944,-20,-115,276.5
0148,1,23,17,12,45,9094,-22906,65,8,0.1372,2.6536,1.5596,20,144,374.4
0148,7,19,2,40,16,9089,-22900,70,7,-0.0349,2.7769,1.8105,-21,-2,326.6
0149,1,11,19,57,43,9084,-22894,75,5,-0.5613,1.854,0.8024,21,101,331.9
0149,7,8,14,32,46,9080,-22888,80,5,0.7533,1.4842,0.4674,-22,180,306.2
0149,12,2,18,29,12,9076,-22883,47,1,1.4948,0.1046,-0.8747,24,119,86.7
0150,1,1,5,55,6,9075,-22882,85,1,-1.2118,0.6331,-0.3643,22,-49,207.8
0150,5,29,4,38,46,9071,-22877,52,1,-1.2706,0.5612,-0.5076,-23,-34,221.8
0150,6,27,19,18,39,9071,-22876,90,2,1.5618,0.0232,-1.0383,-22,108,46.9
0150,11,22,10,7,33,9067,-22871,57,5,0.8449,1.2952,0.3198,21,-117,269.4
0151,5,18,5,55,48,9062,-22865,62,5,-0.4975,1.9696,0.9208,-20,-53,346.2
0151,11,11,23,49,40,9057,-22859,67,8,0.1847,2.5265,1.5118,18,37,335.8
0152,5,6,13,6,28,9053,-22853,72,6,0.2901,2.3242,1.3269,-16,-160,335.1
0152,10,31,7,23,25,9048,-22847,77,5,-0.5336,1.9145,0.8439,14,-76,342.1
0153,3,27,19,31,47,9044,-22842,44,3,-1.5084,0.0647,-0.8849,-4,106,67.6
0153,4,26,3,1,22,9044,-22841,82,5,1.0158,0.9705,0.017,-12,-8,242.3
0153,10,20,8,12,17,9039,-22835,87,1,-1.2447,0.6248,-0.4761,9,-88,234.5
0154,3,17,12,3,13,9035,-22830,54,5,-0.8293,1.3194,0.3526,1,-141,273.8
0154,9,9,16,31,39,9031,-22824,59,4,1.0034,1.0391,-0.0052,-5,149,274
0155,3,7,0,42,30,9026,-22818,64,7,-0.1147,2.6573,1.6377,6,30,345.1
0155,8,30,2,29,41,9021,-22812,69,8,0.2312,2.4263,1.4409,-10,0,327.8
0156,2,24,6,7,20,9017,-22806,74,5,0.6385,1.724,0.6492,11,-50,338.5
0156,8,18,17,59,30,9012,-22800,79,5,-0.4873,1.9394,0.9876,-14,128,301.9
0157,2,12,6,2,7,9008,-22794,84,1,1.351,0.4256,-0.667,15,-48,196.6
0157,7,10,2,7,35,9004,-22789,51,1,1.3687,0.3354,-0.6425,-21,6,156.5
0157,8,8,10,34,5,9003,-22788,89,1,-1.2082,0.6219,-0.3403,-18,-120,202.1
0158,1,2,16,47,31,8999,-22783,56,5,-0.8879,1.247,0.2107,22,148,286.7
0158,6,29,12,11,2,8994,-22777,61,5,0.6571,1.6678,0.6369,-23,-146,323.5
0158,12,23,4,29,10,8990,-22771,66,7,-0.1659,2.5466,1.5604,24,-29,324.1
0159,6,18,15,13,26,8985,-22765,71,7,-0.1069,2.6956,1.6287,-24,168,372.8
0159,12,12,19,56,4,8981,-22759,76,5,0.4999,1.9265,0.9545,24,98,302.8
0160,6,6,15,59,27,8976,-22753,81,5,-0.8651,1.299,0.2425,-23,156,308.1
0160,12,1,10,28,20,8971,-22747,86,1,1.1937,0.6693,-0.334,23,-122,214
0161,4,27,11,58,38,8968,-22742,53,1,1.0592,0.906,-0.0774,-13,-143,244.7
0161,10,22,2,55,49,8963,-22736,58,5,-0.9691,1.1214,0.0389,10,-10,292.1
0162,4,17,3,8,2,8958,-22730,63,6,0.2891,2.3014,1.3531,-10,-10,313.2
0162,10,11,2,42,39,8954,-22724,68,6,-0.2884,2.3785,1.2801,6,-6,371.9
0163,4,6,20,6,21,8949,-22718,73,6,-0.4388,2.03,1.0752,-6,96,307.6
0163,9,30,3,46,43,8945,-22712,78,6,0.4183,2.122,1.0592,3,-22,349.7
0164,2,25,22,6,19,8941,-22707,45,1,1.5282,0.0736,-0.9655,11,70,79.5
0164,3,26,10,11,32,8940,-22706,83,1,-1.2126,0.6334,-0.3675,-3,-115,213.3
0164,8,20,1,42,21,8936,-22701,50,3,-1.5391,0.0188,-0.9514,-15,13,37.4
0164,9,18,11,51,25,8935,-22700,88,1,1.1041,0.8336,-0.1695,-1,-143,237.9
0165,2,14,1,25,2,8932,-22695,55,5,0.8633,1.3179,0.2307,14,21,314.1
0165,8,9,18,3,16,8927,-22689,60,5,-0.8148,1.337,0.3883,-17,128,269.8
0166,2,3,0,54,18,8922,-22683,65,8,0.1612,2.6075,1.5178,17,28,372.8
0166,7,30,10,10,38,8918,-22677,70,7,-0.0989,2.6619,1.6906,-19,-115,327.4
0167,1,23,4,7,59,8913,-22671,75,5,-0.5458,1.8797,0.8335,19,-21,331.7
0167,7,19,21,32,33,8909,-22665,80,5,0.6832,1.6156,0.5934,-21,74,316
0167,12,14,3,21,33,8905,-22660,47,1,1.4933,0.1067,-0.8711,25,-14,87.4
0168,1,12,14,33,16,8904,-22659,85,1,-1.2022,0.6486,-0.3446,21,-178,209.4
0168,6,8,10,57,46,8900,-22654,52,1,-1.3577,0.4014,-0.6675,-24,-129,190.5
0168,7,8,1,47,33,8899,-22653,90,1,1.4833,0.1689,-0.8958,-22,10,125.2
0168,12,2,19,0,20,8896,-22648,57,5,0.8466,1.2928,0.3159,23,110,269.6
0169,5,28,12,29,57,8891,-22642,62,5,-0.5803,1.8161,0.7707,-22,-152,337.9
0169,11,22,8,26,30,8886,-22636,67,8,0.1877,2.5229,1.5044,20,-92,337
0170,5,17,20,11,58,8882,-22630,72,8,0.2142,2.4613,1.4686,-19,92,336.2
0170,11,11,15,33,27,8877,-22624,77,5,-0.5269,1.9289,0.8539,17,161,344.1
0171,5,7,10,30,52,8873,-22618,82,5,0.947,1.0952,0.1451,-15,-122,253.3
0171,10,31,16,1,23,8868,-22612,87,1,-1.2299,0.6534,-0.4502,13,153,239.3
0172,3,27,19,53,27,8864,-22607,54,5,-0.8808,1.2247,0.2584,-3,100,267.2
0172,9,20,0,14,49,8860,-22601,59,1,1.0351,0.981,-0.0633,-1,31,267.1
0173,3,17,8,18,36,8855,-22595,64,7,-0.1624,2.5699,1.5501,2,-85,345.4
0173,9,9,10,28,23,8850,-22589,69,8,0.2696,2.3561,1.3704,-6,-121,325.5
0174,3,6,13,26,59,8846,-22583,74,5,0.5955,1.8024,0.7288,7,-161,343.3
0174,8,30,2,0,28,8841,-22577,79,6,-0.4421,2.0236,1.0695,-10,7,304.9
0175,2,23,13,24,9,8837,-22571,84,1,1.3133,0.4927,-0.5957,11,-160,209.8
0175,7,21,9,27,54,8833,-22566,51,1,1.4385,0.2097,-0.7732,-20,-105,125.7
0175,8,19,18,21,1,8832,-22565,89,1,-1.1601,0.7127,-0.2544,-15,122,215
0176,1,14,1,9,46,8828,-22560,56,5,-0.8943,1.2327,0.2016,21,23,284.3
0176,7,9,18,58,0,8823,-22554,61,5,0.7375,1.5227,0.4868,-22,113,316
0177,1,2,13,14,26,8819,-22548,66,7,-0.1701,2.5373,1.5543,23,-160,323.1
0177,6,28,21,36,29,8814,-22542,71,7,-0.0198,2.8563,1.7874,-24,72,374.2
0177,12,23,4,48,32,8810,-22536,76,5,0.4978,1.9304,0.9585,24,-35,303
0178,6,17,22,27,50,8805,-22530,81,5,-0.7776,1.4587,0.404,-24,59,319.8
0178,12,12,19,12,35,8800,-22524,86,1,1.1964,0.6655,-0.3403,24,108,214.2
0179,5,8,19,13,37,8797,-22519,53,1,1.1264,0.7803,-0.1984,-16,107,229
0179,6,7,4,36,23,8796,-22518,91,1,-1.4922,0.1221,-0.8822,-24,-34,99.7
0179,11,2,10,55,5,8792,-22513,58,5,-0.9839,1.0963,0.0094,14,-130,290.5
0180,4,27,10,43,18,8787,-22507,63,6,0.3549,2.1792,1.2339,-13,-125,309.7
0180,10,21,10,27,5,8783,-22501,68,6,-0.3088,2.3422,1.2415,11,-123,371.1
0181,4,17,3,45,5,8778,-22495,73,6,-0.3774,2.1423,1.1881,-10,-20,311.6
0181,10,10,11,39,46,8774,-22489,78,6,0.3929,2.1688,1.1059,7,-141,350.3
0182,4,6,17,39,41,8769,-22483,83,1,-1.1597,0.7308,-0.2708,-7,132,227.7
0182,9,29,20,0,9,8764,-22477,88,1,1.0728,0.8909,-0.1121,3,94,243.8
0183,2,25,8,49,5,8761,-22472,55,5,0.9027,1.2445,0.1593,10,-91,308
0183,8,21,1,56,50,8756,-22466,60,5,-0.8658,1.2449,0.2933,-14,8,263.3
0184,2,14,8,28,6,8751,-22460,65,8,0.1918,2.5487,1.4639,14,-86,370.9
0184,8,9,17,45,41,8747,-22454,70,7,-0.1584,2.5555,1.5789,-16,131,327.8
0185,2,2,12,11,36,8742,-22448,75,5,-0.524,1.9167,0.8766,16,-142,331.8
0185,7,30,4,37,3,8738,-22442,80,5,0.6174,1.7392,0.7111,-19,-32,324.5
0185,12,24,12,11,7,8734,-22437,47,1,1.4945,0.1033,-0.8724,25,-145,85.9
0186,1,22,23,4,27,8733,-22436,85,1,-1.1863,0.6754,-0.3132,19,54,212.4
0186,6,19,17,18,41,8729,-22431,52,1,-1.4429,0.2454,-0.8241,-25,136,151.1
0186,7,19,8,22,9,8728,-22430,90,1,1.4088,0.3073,-0.7611,-20,-89,167.2
0186,12,14,3,52,26,8725,-22425,57,5,0.8493,1.2884,0.3105,24,-22,269.7
0187,6,8,19,4,52,8720,-22419,62,5,-0.663,1.6628,0.6204,-23,109,328.3
0187,12,3,17,4,34,8715,-22413,67,8,0.1893,2.5217,1.4999,22,139,338.3
0188,5,28,3,15,54,8711,-22407,72,8,0.1357,2.6032,1.6145,-21,-14,336.6
0188,11,21,23,47,5,8706,-22401,77,5,-0.524,1.9361,0.8575,20,37,345.6
0189,5,17,17,55,32,8702,-22395,82,5,0.8735,1.2287,0.2813,-18,126,263.7
0189,11,10,23,57,48,8697,-22389,87,1,-1.2208,0.671,-0.4345,16,34,242.3
0190,4,8,3,34,57,8693,-22384,54,5,-0.939,1.1178,0.1517,-8,-17,259
0190,10,1,8,8,0,8689,-22378,59,1,1.0594,0.9363,-0.108,4,-88,261.4
0191,3,28,15,46,7,8684,-22372,64,7,-0.2164,2.4711,1.4509,-3,161,345.1
0191,9,20,18,35,47,8679,-22366,69,6,0.3014,2.2979,1.3118,-1,116,323.5
0192,3,16,20,37,36,8675,-22360,74,5,0.5455,1.8935,0.8213,2,89,348.3
0192,9,9,10,8,8,8670,-22354,79,6,-0.4024,2.0978,1.141,-6,-117,307.4
0193,3,5,20,38,25,8666,-22348,84,1,1.2688,0.5721,-0.5118,7,90,224
0193,7,31,16,51,54,8662,-22343,51,1,1.5044,0.0916,-0.8968,-17,144,84.3
0193,8,30,2,14,16,8661,-22342,89,1,-1.1176,0.7931,-0.1791,-11,3,225.8
0194,1,24,9,26,58,8657,-22337,56,5,-0.9053,1.2096,0.184,19,-102,281.2
0194,7,21,1,49,29,8653,-22331,61,5,0.8131,1.3867,0.3457,-20,9,307.7
0195,1,13,21,55,51,8648,-22325,66,7,-0.1777,2.5215,1.542,21,70,322
0195,7,10,4,3,3,8643,-22319,71,8,0.0641,2.7762,1.7051,-23,-24,374.4
0196,1,3,13,37,39,8639,-22313,76,5,0.4931,1.9387,0.9675,24,-166,303.5
0196,6,28,5,0,1,8634,-22307,81,5,-0.6924,1.6143,0.561,-24,-39,329.4
0196,12,23,3,53,36,8630,-22301,86,1,1.1971,0.6653,-0.3423,25,-22,214.8
0197,5,19,2,26,9,8626,-22296,53,1,1.1963,0.65,-0.3245,-18,-2,210.9
0197,6,17,11,34,20,8625,-22295,91,1,-1.4105,0.2703,-0.7308,-25,-139,145.8
0197,11,12,18,58,42,8621,-22290,58,4,-0.9947,1.0784,-0.0122,17,108,289.5
0198,5,8,18,14,34,8617,-22284,63,6,0.4244,2.0505,1.1075,-16,121,305.5
0198,11,1,18,17,50,8612,-22278,68,6,-0.3241,2.3148,1.2126,14,118,370.3
0199,4,28,11,17,53,8607,-22272,73,6,-0.3115,2.2632,1.309,-14,-135,315.4
0199,10,21,19,42,4,8603,-22266,78,6,0.3744,2.2027,1.14,11,97,350.4
0200,4,17,0,57,37,8598,-22260,83,1,-1.0994,0.842,-0.1606,-11,21,242.6
0200,10,10,4,18,39,8594,-22254,88,1,1.0489,0.9348,-0.0681,7,-32,247.9
0201,3,7,16,2,6,8590,-22249,55,5,0.9505,1.1556,0.0727,6,159,299.8
0201,8,31,9,58,2,8585,-22243,60,5,-0.9106,1.1644,0.2095,-10,-113,257.3
0202,2,24,15,53,20,8580,-22237,65,8,0.2301,2.4759,1.3963,10,161,368.4
0202,8,21,1,27,30,8576,-22231,70,7,-0.2115,2.4608,1.4786,-13,14,327.9
0203,2,13,20,10,7,8571,-22225,75,5,-0.4969,1.9632,0.9293,13,97,332.2
0203,8,10,11,45,1,8567,-22219,80,5,0.5553,1.8562,0.8221,-16,-140,331.9
0204,1,4,20,59,22,8563,-22214,47,1,1.4974,0.0968,-0.8765,24,84,83.1
0204,2,3,7,31,42,8562,-22213,85,1,-1.1668,0.7087,-0.275,16,-73,216.1
0204,6,29,23,41,2,8558,-22208,52,3,-1.5265,0.0924,-0.9779,-25,40,94
0204,7,29,15,0,30,8557,-22207,90,1,1.3371,0.4409,-0.6314,-18,171,198.3
0204,12,24,12,43,10,8554,-22202,57,5,0.8527,1.2824,0.304,24,-154,269.7
0205,6,19,1,42,4,8549,-22196,62,5,-0.7444,1.5122,0.4723,-24,9,317.7
0205,12,14,1,41,42,8544,-22190,67,8,0.1909,2.52,1.4955,24,10,339.5
0206,6,8,10,22,12,8540,-22184,72,8,0.0584,2.7432,1.7581,-23,-121,336.1
0206,12,3,7,59,57,8535,-22178,77,5,-0.5211,1.943,0.8615,22,-86,347
0207,5,29,1,20,47,8531,-22172,82,5,0.8,1.3624,0.4171,-21,14,272.9
0207,11,22,7,56,46,8526,-22166,87,1,-1.2136,0.6848,-0.4218,19,-86,244.5
0208,4,18,11,8,28,8522,-22161,54,5,-1.0031,1.0003,0.034,-12,-132,248.8
0208,5,17,18,36,22,8521,-22160,92,2,1.518,0.0452,-0.9007,-18,115,56.8
0208,10,11,16,10,24,8518,-22155,59,1,1.0771,0.9037,-0.1403,8,150,256.8
0209,4,7,23,2,53,8513,-22149,64,6,-0.2784,2.3577,1.3367,-7,50,344.1
0209,10,1,2,52,37,8508,-22143,69,6,0.3259,2.2531,1.2667,3,-10,321.6
0210,3,28,3,36,38,8504,-22137,74,5,0.4864,2.0012,0.9302,-2,-17,353.6
0210,9,20,18,25,10,8499,-22131,79,6,-0.3705,2.1576,1.1982,-2,118,309.2
0211,3,17,3,43,20,8495,-22125,84,1,1.2164,0.666,-0.4133,3,-18,238.9
0211,9,10,10,14,18,8490,-22119,89,1,-1.0814,0.8623,-0.1153,-7,-119,234.5
0212,2,4,17,38,20,8486,-22114,56,5,-0.9219,1.1763,0.1566,16,135,277
0212,7,31,8,43,57,8481,-22108,61,5,0.8847,1.2581,0.2114,-18,-95,298.7
0213,1,24,6,31,27,8477,-22102,66,7,-0.1906,2.4959,1.5204,19,-59,320.8
0213,7,20,10,33,28,8472,-22096,71,8,0.1446,2.6299,1.556,-21,-122,373.7
0214,1,13,22,22,45,8468,-22090,76,5,0.4855,1.9521,0.9818,22,63,304.2
0214,7,9,11,36,52,8463,-22084,81,5,-0.61,1.7651,0.7128,-23,-139,337.2
0215,1,3,12,31,27,8458,-22078,86,1,1.196,0.668,-0.341,24,-150,215.8
0215,5,30,9,38,48,8455,-22073,53,1,1.2666,0.5192,-0.4517,-20,-111,190.2
0215,6,28,18,35,59,8454,-22072,91,1,-1.3306,0.4156,-0.5829,-25,116,177.6
0215,11,24,3,5,30,8450,-22067,58,4,-1.0022,1.0661,-0.0275,20,-13,289
0216,5,19,1,42,4,8445,-22061,63,5,0.4971,1.9161,0.9749,-19,8,300.4
0216,11,12,2,14,52,8441,-22055,68,6,-0.3344,2.2963,1.1932,18,-2,369.6
0217,5,8,18,45,21,8436,-22049,73,7,-0.2419,2.3913,1.4366,-17,112,318.7
0217,11,1,3,51,19,8432,-22043,78,6,0.3609,2.227,1.1651,15,-26,350.1
0218,4,28,8,9,17,8427,-22037,83,1,-1.0348,0.9613,-0.0428,-15,-89,257
0218,10,21,12,44,34,8422,-22031,88,1,1.0308,0.9678,-0.0347,12,-160,250.6
0219,3,18,23,6,50,8419,-22026,55,4,1.0046,1.0552,-0.0254,2,51,289.7
0219,9,11,18,6,4,8414,-22020,60,5,-0.9496,1.0945,0.1361,-6,123,251.7
0220,3,6,23,10,55,8409,-22014,65,6,0.2751,2.3906,1.3164,6,51,365.4
0220,8,31,9,15,47,8405,-22008,70,7,-0.2587,2.3773,1.3892,-9,-104,327.8
0221,2,24,3,59,16,8400,-22002,75,5,-0.4613,2.0253,0.9979,9,-21,333
0221,8,20,19,0,25,8396,-21996,80,5,0.5,1.9609,0.9204,-12,110,338.2
0222,1,15,5,42,3,8392,-21991,47,1,1.5053,0.081,-0.8894,23,-47,76
0222,2,13,15,50,36,8391,-21990,85,1,-1.14,0.7553,-0.2234,12,161,221.3
0222,8,9,21,46,20,8386,-21984,90,1,1.2713,0.5637,-0.5126,-15,69,222.1
0223,1,4,21,29,18,8382,-21979,57,5,0.8598,1.2695,0.2909,24,75,269.1
0223,6,30,8,23,17,8378,-21973,62,5,-0.8231,1.3666,0.3288,-24,-91,306.1
0223,12,25,10,16,37,8373,-21967,67,8,0.1937,2.516,1.4894,24,-118,340.6
0224,6,18,17,28,31,8369,-21961,72,7,-0.0198,2.8128,1.8305,-24,132,334.9
0224,12,13,16,13,39,8364,-21955,77,5,-0.5194,1.9471,0.8635,23,151,348.1
0225,6,8,8,44,11,8359,-21949,82,5,0.7244,1.5004,0.5564,-22,-97,281.3
0225,12,2,15,58,28,8355,-21943,87,1,-1.2085,0.6945,-0.4125,21,154,246
0226,4,29,18,35,22,8351,-21938,54,1,-1.0721,0.8742,-0.0929,-15,114,236.3
0226,5,29,2,0,34,8350,-21937,92,1,1.4498,0.1708,-0.776,-20,3,109.4
0226,10,23,0,21,58,8346,-21932,59,1,1.0884,0.8828,-0.1606,12,26,253.6
0227,4,19,6,12,14,8342,-21926,64,6,-0.3455,2.2351,1.2132,-11,-59,342.3
0227,10,12,11,16,57,8337,-21920,69,6,0.3447,2.2188,1.232,8,-138,320
0228,4,7,10,28,1,8332,-21914,74,6,0.4216,2.1195,1.0499,-6,-122,358.7
0228,10,1,2,49,12,8328,-21908,79,6,-0.3448,2.2062,1.2439,3,-10,310.7
0229,3,27,10,40,7,8323,-21902,84,1,1.157,0.7727,-0.302,-1,-124,254
0229,9,20,18,21,52,8319,-21896,89,1,-1.0522,0.9187,-0.0642,-2,118,241.5
0230,2,15,1,43,28,8315,-21891,56,5,-0.9438,1.1329,0.1193,12,13,271.9
0230,8,11,15,44,30,8310,-21885,61,5,0.9503,1.1406,0.0882,-15,159,289.3
0231,2,4,15,0,59,8306,-21879,66,7,-0.2087,2.4606,1.4892,16,174,319.4
0231,7,31,17,10,42,8301,-21873,71,8,0.2192,2.4944,1.4178,-19,138,372.1
0232,1,25,7,1,26,8296,-21867,76,6,0.4729,1.9745,1.0055,20,-67,305.2
0232,7,19,18,19,51,8292,-21861,81,5,-0.5317,1.9084,0.8567,-22,120,343.3
0233,1,13,21,3,10,8287,-21855,86,1,1.1909,0.6777,-0.3323,23,82,217.8
0233,6,9,16,52,15,8283,-21850,53,1,1.3365,0.3894,-0.5785,-22,140,166.2
