Year,Month,Day,Hours,Minutes,Seconds,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Penumbral Magnitude,Umbral Magnitude,Latitude,Longitude,Penumbral Eclipse Duration (m)
2183,3,9,9,24,16,401,2265,116,1,-1.2592,0.5953,-0.4997,3,-137,229
2183,9,2,7,15,22,403,2271,121,1,1.1036,0.8072,-0.1419,-7,-107,222.7
2183,10,1,15,5,25,403,2272,159,1,-1.4396,0.1933,-0.761,2,133,115.5
2184,2,26,9,5,35,404,2277,126,5,-0.5579,1.8762,0.793,8,-132,347.1
2184,8,21,22,38,35,405,2283,131,6,0.3977,2.119,1.1374,-11,23,321.9
2185,2,14,14,3,41,406,2289,136,8,0.166,2.5697,1.5372,13,154,345.1
2185,8,11,8,20,59,407,2295,141,6,-0.3774,2.1828,1.1482,-15,-122,346.9
2186,2,4,2,1,15,408,2301,146,5,0.8402,1.308,0.3244,17,-25,273.7
2186,7,31,11,7,14,409,2307,151,1,-1.1629,0.7589,-0.3102,-19,-163,252.6
2186,12,26,6,46,26,410,2312,118,1,-1.2018,0.6443,-0.3389,22,-100,205.7
2187,1,24,17,35,19,410,2313,156,1,1.4758,0.1353,-0.8356,21,101,97.5
2187,6,20,22,44,13,411,2318,123,5,0.8928,1.2372,0.2025,-23,21,294.4
2187,12,15,18,58,37,413,2324,128,5,-0.5595,1.8473,0.8156,23,76,323
2188,6,9,8,12,51,414,2330,133,8,0.0887,2.6856,1.7045,-23,-122,333.2
2188,12,4,0,15,39,415,2336,138,8,0.1394,2.6448,1.5602,22,-5,368.8
2189,5,29,23,34,1,416,2342,143,5,-0.6505,1.6375,0.6909,-22,8,288.8
2189,11,22,23,54,8,417,2348,148,5,0.8349,1.3765,0.2764,21,-1,321.7
2190,4,20,8,3,22,418,2353,115,1,1.2034,0.6397,-0.3402,-11,-119,208.3
2190,5,19,16,35,26,418,2354,153,1,-1.3714,0.3183,-0.6357,-21,112,147.8
2190,10,13,10,43,55,419,2359,120,1,-1.3479,0.3979,-0.6285,7,-162,176.9
2190,11,12,1,0,53,419,2360,158,1,1.4894,0.1572,-0.9067,19,-18,117.9
2191,4,9,18,42,1,420,2365,125,5,0.5107,1.9399,0.9022,-7,82,334.9
2191,10,2,22,45,48,422,2371,130,5,-0.5729,1.7925,0.8206,3,18,302.6
2192,3,28,21,56,24,423,2377,135,7,-0.2202,2.4966,1.412,-4,34,371.1
2192,9,21,15,2,17,424,2383,140,8,0.1453,2.5668,1.6154,0,134,316.5
2193,3,17,21,34,32,425,2389,145,5,-0.9274,1.1995,0.1138,0,40,303
2193,9,11,6,57,0,426,2395,150,5,0.8828,1.2256,0.2505,-4,-104,270.4
2194,2,5,11,34,56,427,2400,117,1,1.2338,0.6027,-0.4146,17,-168,208.5
2194,8,2,5,18,42,428,2406,122,1,-1.0539,0.9479,-0.0993,-19,-76,269.6
2195,1,26,0,58,49,429,2412,127,5,0.5139,1.9028,0.9269,19,-10,303.7
2195,7,22,6,49,10,431,2418,132,6,-0.3086,2.3271,1.2569,-20,-99,367.7
2196,1,15,16,41,55,432,2424,137,7,-0.1537,2.5641,1.5877,21,114,320.3
2196,7,10,8,26,5,433,2430,142,5,0.4577,2.0407,0.996,-22,-123,347.3
2197,1,4,6,4,4,434,2436,147,5,-0.8601,1.2894,0.2703,22,-88,283.8
2197,5,31,7,36,4,435,2441,114,1,-1.3954,0.2817,-0.6871,-23,-113,142.4
2197,6,29,16,22,52,435,2442,152,1,1.1911,0.668,-0.3233,-22,117,217.8
2197,11,24,19,17,17,436,2447,119,1,1.3722,0.387,-0.7061,22,69,187
2198,5,20,23,50,32,437,2453,124,5,-0.6436,1.6493,0.7041,-21,3,288.4
2198,11,13,18,34,28,439,2459,129,5,0.6944,1.6306,0.5378,19,79,337.7
2199,5,10,16,25,22,440,2465,134,8,0.0793,2.6951,1.7297,-18,115,324.8
2199,11,2,21,27,11,441,2471,139,7,-0.034,2.8187,1.7731,15,36,354.9
2200,4,30,4,44,34,442,2477,144,5,0.855,1.2987,0.2797,-14,-70,291.1
2200,10,23,7,44,43,443,2483,149,5,-0.7411,1.4917,0.5044,11,-118,290.4
2201,3,20,16,55,4,444,2488,116,1,-1.2929,0.5323,-0.5602,-1,110,217.8
2201,9,13,15,3,17,445,2494,121,1,1.1597,0.7059,-0.2464,-3,135,210.7
2201,10,12,23,14,5,446,2495,159,1,-1.4001,0.2669,-0.6897,6,10,134.9
2202,3,9,16,51,36,447,2500,126,5,-0.5824,1.8288,0.7505,4,111,343.6
2202,9,3,6,5,57,448,2506,131,6,0.4622,2.0031,1.0163,-7,-90,319.5
2203,2,26,22,20,39,449,2512,136,8,0.15,2.5964,1.5692,9,30,343.9
2203,8,23,15,15,12,450,2518,141,6,-0.3039,2.3203,1.2806,-12,134,352.2
2204,2,16,10,41,26,451,2524,146,5,0.8285,1.3276,0.3475,13,-155,274.5
2204,8,11,17,37,23,453,2530,151,1,-1.0819,0.9088,-0.1627,-16,99,272.6
2205,1,6,15,34,56,454,2535,118,1,-1.2079,0.6341,-0.3511,21,129,204.7
2205,2,5,2,23,28,454,2536,156,1,1.4699,0.1458,-0.8245,18,-30,101.2
2205,7,2,5,29,54,455,2541,123,5,0.9713,1.0912,0.0603,-22,-79,279.8
2205,12,27,3,28,47,456,2547,128,5,-0.5665,1.8365,0.8008,23,-50,323.8
2206,6,21,15,28,26,457,2553,133,8,0.1626,2.548,1.5711,-23,130,330.5
2206,12,16,8,19,7,458,2559,138,8,0.1275,2.6685,1.5802,23,-124,370.2
2207,6,11,7,7,39,460,2565,143,5,-0.5811,1.7634,0.8193,-24,-105,294.5
2207,12,5,7,45,24,461,2571,148,5,0.817,1.4102,0.3084,23,-117,324.3
2208,5,1,15,49,6,462,2576,115,1,1.2583,0.5389,-0.441,-14,124,193.6
2208,5,31,0,10,37,462,2577,153,1,-1.3102,0.4305,-0.5233,-23,-2,170.4
2208,10,24,18,36,2,463,2582,120,1,-1.3789,0.341,-0.6853,11,80,164.2
2208,11,23,9,1,59,463,2583,158,1,1.4659,0.2002,-0.8635,22,-137,132.2
2209,4,21,2,12,20,464,2588,125,5,0.5617,1.8464,0.8086,-11,-31,331.7
2209,10,14,6,49,53,465,2594,130,5,-0.6119,1.7214,0.7487,7,-104,298.6
2210,4,10,5,13,49,467,2600,135,7,-0.1736,2.5812,1.4985,-8,-76,372.7
2210,10,3,23,3,49,468,2606,140,8,0.0988,2.6537,1.6993,4,13,317.6
2211,3,30,5,2,58,469,2612,145,5,-0.8882,1.2689,0.188,-4,-73,308.4
2211,9,23,14,39,33,470,2618,150,5,0.8314,1.3226,0.3421,1,140,278.9
2212,2,17,20,3,16,471,2623,117,1,1.2415,0.5862,-0.4264,13,65,205.2
2212,3,18,9,6,46,471,2624,155,1,-1.5477,0.0361,-0.9998,0,-133,55.5
2212,8,13,12,2,9,472,2629,122,1,-1.1349,0.8015,-0.2499,-15,-177,252.6
2213,2,6,9,44,33,474,2635,127,5,0.5218,1.8872,0.9137,16,-141,302.6
2213,8,2,13,16,20,475,2641,132,6,-0.3946,2.1698,1.0987,-18,165,363.1
2214,1,27,1,30,46,476,2647,137,7,-0.148,2.5748,1.5979,18,-18,320.9
2214,7,22,15,6,54,477,2653,142,6,0.3734,2.1941,1.1518,-20,137,351.4
2215,1,16,14,40,0,479,2659,147,5,-0.8578,1.295,0.2732,20,144,285.2
2215,6,12,14,59,57,480,2664,114,1,-1.4594,0.1624,-0.8024,-25,137,108.9
2215,7,11,23,30,24,480,2665,152,1,1.1114,0.8125,-0.1753,-21,11,235.8
2215,12,7,3,12,5,481,2670,119,1,1.3891,0.3578,-0.7388,24,-48,180.7
2216,6,1,7,27,36,482,2676,124,5,-0.7097,1.5271,0.5839,-23,-110,281.6
2216,11,25,2,22,56,483,2682,129,5,0.7144,1.5946,0.5005,21,-37,335.1
2217,5,22,0,1,35,484,2688,134,8,0.0167,2.81,1.8444,-20,1,326
2217,11,14,5,29,2,486,2694,139,7,-0.01,2.8624,1.8171,18,-84,353.9
2218,5,11,12,5,34,487,2700,144,5,0.798,1.4036,0.3839,-17,180,300
2218,11,3,16,0,25,488,2706,149,5,-0.7113,1.5465,0.5589,14,118,293
2219,4,1,0,18,15,489,2711,116,1,-1.3322,0.4587,-0.6309,-5,-2,203.5
2219,9,24,22,55,52,490,2717,121,1,1.2116,0.6125,-0.3435,2,16,198.5
2219,10,24,7,29,32,491,2718,159,1,-1.3663,0.3303,-0.6288,10,-114,149.2
2220,3,20,0,32,40,492,2723,126,5,-0.6114,1.7728,0.6999,0,-4,339.4
2220,9,13,13,36,52,493,2729,131,5,0.5228,1.8948,0.9023,-3,157,316.6
2221,3,9,6,32,19,494,2735,136,8,0.129,2.6321,1.6106,5,-93,342.7
2221,9,2,22,13,42,495,2741,141,7,-0.2348,2.4498,1.4048,-8,29,356.6
2222,2,26,19,17,36,497,2747,146,5,0.8137,1.353,0.3767,9,76,275.6
2222,8,23,0,12,8,498,2753,151,4,-1.0042,1.0525,-0.0214,-12,0,289.4
2223,1,18,0,22,32,499,2758,118,1,-1.2144,0.623,-0.3639,20,-1,203.6
2223,2,16,11,7,58,499,2759,156,1,1.4616,0.1605,-0.8088,14,-161,106.1
2223,7,13,12,17,52,500,2764,123,1,1.0485,0.9478,-0.0797,-21,179,263.7
2224,1,7,11,58,46,501,2770,128,5,-0.5731,1.826,0.787,22,-176,324.5
2224,7,1,22,43,13,503,2776,133,8,0.2378,2.4081,1.4348,-23,22,327
2224,12,26,16,25,17,504,2782,138,8,0.1183,2.6868,1.5956,23,116,371.5
2225,6,21,14,38,56,505,2788,143,5,-0.5097,1.8936,0.9512,-24,143,299.7
2225,12,15,15,41,8,506,2794,148,5,0.8026,1.437,0.3343,24,125,326.2
2226,5,12,23,26,43,507,2799,115,1,1.3191,0.4276,-0.5527,-17,10,174.8
2226,6,11,7,41,30,508,2800,153,1,-1.2459,0.5488,-0.4056,-24,-113,190.6
2226,11,5,2,38,1,509,2805,120,1,-1.4024,0.2977,-0.7283,14,-41,153.5
2226,12,4,17,10,21,509,2806,158,1,1.4479,0.233,-0.83,24,102,141.8
2227,5,2,9,32,27,510,2811,125,5,0.6204,1.7388,0.7008,-15,-141,327.3
2227,10,25,15,2,23,511,2817,130,5,-0.6444,1.6621,0.6886,11,133,295.1
2228,4,20,12,20,32,513,2823,135,7,-0.1184,2.6812,1.6007,-12,177,374
2228,10,14,7,13,9,514,2829,140,8,0.0586,2.729,1.7713,8,-110,318.5
2229,4,9,12,21,26,515,2835,145,5,-0.8403,1.3543,0.2786,-8,177,314.6
2229,10,3,22,29,31,516,2841,150,5,0.7865,1.4077,0.4216,5,22,286
2230,2,28,4,27,10,517,2846,117,1,1.2537,0.5612,-0.4463,9,-61,200.5
2230,3,29,16,58,24,518,2847,155,1,-1.5105,0.1012,-0.9285,-5,108,91.9
2230,8,24,18,48,9,519,2852,122,1,-1.2127,0.661,-0.395,-12,81,233.5
2231,2,17,18,27,46,520,2858,127,5,0.5321,1.8669,0.8961,13,89,301.3
2231,8,13,19,45,54,521,2864,132,5,-0.4786,2.0163,0.9439,-15,67,357.4
2232,2,7,10,17,44,522,2870,137,7,-0.141,2.5876,1.6106,15,-149,321.5
2232,8,1,21,49,49,524,2876,142,6,0.2898,2.3464,1.3061,-18,36,354.3
2233,1,26,23,15,4,525,2882,147,5,-0.8553,1.3006,0.2767,18,16,286.6
2233,6,22,22,22,33,526,2887,114,3,-1.5248,0.0404,-0.9208,-25,27,54.8
2233,7,22,6,40,42,526,2888,152,1,1.0328,0.9552,-0.0297,-19,-97,250.9
2233,12,17,11,10,37,527,2893,119,1,1.4027,0.3343,-0.7651,25,-166,175.4
2234,6,12,15,2,55,529,2899,124,5,-0.7774,1.4022,0.4604,-24,137,273.8
2234,12,6,10,17,27,530,2905,129,5,0.73,1.5662,0.4715,23,-155,332.8
2235,6,2,7,32,48,531,2911,134,7,-0.0495,2.7501,1.7838,-22,-111,326.7
2235,11,25,13,38,16,532,2917,139,8,0.0086,2.8647,1.8201,21,154,352.8
2236,5,21,19,18,51,534,2923,144,5,0.7352,1.5194,0.4987,-20,72,309.1
2236,11,14,0,24,12,535,2929,149,5,-0.6879,1.5896,0.6019,17,-8,294.8
2237,4,11,7,30,45,536,2934,116,1,-1.3795,0.3702,-0.7163,-9,-111,184.3
2237,5,10,23,45,33,536,2935,154,1,1.5296,0.0863,-0.9832,-16,5,90.2
2237,10,5,6,57,2,537,2940,121,1,1.2563,0.5325,-0.4275,6,-105,186.9
2237,11,3,15,53,39,538,2941,159,1,-1.3394,0.3809,-0.5807,14,120,159.5
2238,3,31,8,5,25,539,2946,126,5,-0.6477,1.7035,0.6362,-5,-118,334.3
2238,9,24,21,14,2,540,2952,131,5,0.5775,1.7975,0.7992,1,42,313.7
2239,3,20,14,37,27,541,2958,136,8,0.1017,2.6791,1.6635,0,145,341.5
2239,9,14,5,17,34,543,2964,141,7,-0.1708,2.5701,1.5194,-4,-78,360.2
2240,3,9,3,46,50,544,2970,146,5,0.7925,1.3898,0.4175,5,-52,277.4
2240,9,2,6,52,16,545,2976,151,5,-0.9304,1.1894,0.1126,-9,-101,303.5
2241,1,28,9,8,46,546,2981,118,1,-1.222,0.6096,-0.3784,17,-132,202.1
2241,2,26,19,46,41,547,2982,156,1,1.4489,0.1833,-0.7848,10,69,113.2
2241,7,23,19,8,10,548,2987,123,1,1.1245,0.8071,-0.2177,-19,77,245.9
2242,1,17,20,28,26,549,2993,128,5,-0.5794,1.8159,0.7742,20,58,325.2
2242,7,13,5,59,11,550,2999,133,6,0.3129,2.2688,1.2985,-22,-86,322.9
2243,1,7,0,33,44,552,3005,138,8,0.1116,2.7004,1.6069,23,-5,372.5
2243,7,2,22,7,19,553,3011,143,6,-0.4355,2.0292,1.088,-23,32,304.3
2243,12,26,23,42,17,554,3017,148,5,0.7922,1.4562,0.3533,24,7,327.5
2244,5,23,6,56,57,555,3022,115,1,1.385,0.307,-0.6741,-19,-102,150.3
2244,6,21,15,7,43,555,3023,153,1,-1.1783,0.6734,-0.282,-25,136,209
2244,11,15,10,48,54,557,3028,120,1,-1.4201,0.2651,-0.7605,17,-163,144.8
2244,12,15,1,25,20,557,3029,158,1,1.434,0.2578,-0.804,25,-21,148.4
2245,5,12,16,43,42,558,3034,125,5,0.6856,1.6194,0.5809,-18,111,321.6
2245,11,4,23,23,16,559,3040,130,5,-0.6707,1.6143,0.6399,15,8,292
2246,5,1,19,20,11,561,3046,135,7,-0.0575,2.792,1.7136,-15,72,374.9
2246,10,25,15,28,38,562,3052,140,8,0.0236,2.795,1.8339,12,126,319.2
2247,4,20,19,34,24,563,3058,145,5,-0.787,1.4495,0.3789,-12,68,320.9
2247,10,15,6,25,30,565,3064,150,5,0.7471,1.4829,0.4911,9,-98,292.2
2248,3,10,12,44,45,566,3069,117,1,1.2717,0.5255,-0.4766,5,174,193.9
2248,4,9,0,42,30,566,3070,155,1,-1.4664,0.179,-0.8443,-9,-9,120.9
2248,9,4,1,38,56,567,3075,122,1,-1.2857,0.5294,-0.5314,-8,-22,212.4
2248,10,3,15,52,4,567,3076,160,2,1.5365,0.0611,-0.9836,5,121,73.3
2249,2,28,3,4,45,568,3081,127,5,0.548,1.8362,0.8685,9,-40,299.5
2249,8,24,2,22,14,570,3087,132,5,-0.5572,1.8728,0.799,-12,-32,350.9
2250,2,17,18,58,32,571,3093,137,7,-0.1291,2.6094,1.6326,12,81,322.2
2250,8,13,4,39,38,572,3099,142,8,0.2108,2.4907,1.452,-15,-66,356
2251,2,7,7,45,40,574,3105,147,5,-0.8497,1.3117,0.2862,15,-111,288.4
2251,8,2,13,53,15,575,3111,152,5,0.9548,1.0971,0.1145,-17,155,263.8
2251,12,28,19,12,49,576,3116,119,1,1.4131,0.3163,-0.7853,25,75,171.1
2252,6,22,22,33,27,577,3122,124,5,-0.8494,1.2697,0.3286,-24,25,264.6
2252,12,16,18,18,41,579,3128,129,5,0.7406,1.5468,0.4522,24,87,331
2253,6,12,14,57,11,580,3134,134,7,-0.121,2.6195,1.652,-23,138,326.9
2253,12,5,21,55,59,581,3140,139,8,0.0213,2.841,1.7974,22,31,351.6
2254,6,2,2,24,40,583,3146,144,5,0.667,1.6452,0.6231,-21,-34,317.9
2254,11,25,8,54,59,584,3152,149,5,-0.6696,1.6231,0.6353,20,-135,296
2255,4,22,14,36,7,585,3157,116,1,-1.4324,0.2717,-0.8116,-13,143,159.2
2255,5,22,6,33,13,585,3158,154,1,1.4629,0.2082,-0.8604,-19,-96,138.7
2255,10,16,15,4,25,587,3163,121,1,1.2959,0.4621,-0.5021,10,132,175.7
2255,11,15,0,24,34,587,3164,159,1,-1.3181,0.4213,-0.5429,17,-7,167.2
2256,4,10,15,31,4,588,3169,126,5,-0.6904,1.6221,0.5606,-9,130,328.1
2256,10,5,4,57,13,589,3175,131,5,0.6264,1.7108,0.7064,5,-75,310.9
2257,3,30,22,36,42,591,3181,136,8,0.0687,2.7368,1.7272,-4,24,340.2
2257,9,24,12,27,34,592,3187,141,7,-0.1123,2.6802,1.6239,1,174,363.1
2258,3,20,12,10,19,593,3193,146,5,0.7663,1.4358,0.4676,1,-178,279.8
2258,9,13,13,39,53,595,3199,151,5,-0.8623,1.3159,0.2362,-4,157,315.1
2259,2,8,17,51,42,596,3204,118,1,-1.232,0.5917,-0.3971,14,98,199.9
2259,3,10,4,19,51,596,3205,156,1,1.4323,0.2131,-0.7537,6,-59,121.8
2259,8,4,2,2,0,597,3210,123,1,1.1981,0.6707,-0.3516,-16,-27,226.3
2259,9,2,14,47,56,597,3211,161,2,-1.5668,0.0099,-1.0435,-9,141,30.2
2260,1,29,4,55,22,599,3216,128,5,-0.5871,1.8028,0.7589,18,-68,325.7
2260,7,23,13,17,9,600,3222,133,6,0.3867,2.1322,1.1642,-19,165,318.1
2261,1,17,8,40,6,601,3228,138,8,0.1036,2.7157,1.6208,21,-125,373.4
2261,7,13,5,36,18,603,3234,143,6,-0.3617,2.1643,1.2235,-22,-80,308.2
2262,1,6,7,45,0,604,3240,148,5,0.7832,1.4725,0.3702,23,-112,328.3
2262,6,3,14,20,47,605,3245,115,1,1.4554,0.1784,-0.8039,-21,147,116.3
2262,7,2,22,31,30,605,3246,153,1,-1.1089,0.8015,-0.1556,-24,26,225.7
2262,11,26,19,6,54,606,3251,120,1,-1.4327,0.2415,-0.7833,20,73,138.1
2262,12,26,9,43,59,607,3252,158,1,1.4226,0.2778,-0.7821,25,-144,153.3
2263,5,23,23,46,25,608,3257,125,5,0.7568,1.4891,0.4499,-20,5,314.2
2263,11,16,7,52,13,609,3263,130,5,-0.6908,1.5778,0.6027,18,-119,289.5
2264,5,12,2,8,52,611,3269,135,8,0.0121,2.8742,1.7979,-18,-31,375.2
2264,11,4,23,52,49,612,3275,140,7,-0.0039,2.833,1.8685,16,0,319.8
2265,5,1,2,38,34,613,3281,145,5,-0.726,1.5587,0.4934,-16,-38,327.4
2265,10,25,14,28,59,615,3287,150,5,0.7146,1.5454,0.548,13,141,297.3
2266,3,21,20,56,19,616,3292,117,1,1.2951,0.4799,-0.5167,1,51,185.4
2266,4,20,8,20,18,616,3293,155,1,-1.4163,0.2677,-0.7494,-13,-123,145.9
2266,9,15,8,35,37,617,3298,122,1,-1.353,0.4086,-0.6573,-4,-127,189.3
2266,10,14,23,23,2,618,3299,160,1,1.4969,0.1369,-0.9139,10,8,109.4
2267,3,11,11,37,14,619,3304,127,5,0.5679,1.7981,0.8336,4,-169,297.4
2267,9,4,9,2,59,620,3310,132,5,-0.6322,1.736,0.6605,-8,-133,343.6
2268,2,29,3,35,27,621,3316,137,7,-0.1142,2.6365,1.6602,8,-48,322.9
2268,8,23,11,34,51,623,3322,142,8,0.1351,2.629,1.5915,-11,-170,356.7
2269,2,17,16,11,18,624,3328,147,5,-0.8406,1.3289,0.3023,11,123,290.7
2269,8,12,21,11,37,626,3334,152,5,0.8806,1.2324,0.2517,-14,46,274.5
2270,1,8,3,16,20,627,3339,119,1,1.4224,0.2999,-0.8031,23,-45,167.1
2270,7,4,6,3,42,628,3345,124,5,-0.9214,1.1374,0.1965,-24,-87,254.2
2270,12,28,2,22,42,630,3351,129,5,0.7493,1.5304,0.4364,24,-33,329.3
2271,6,23,22,18,46,631,3357,134,7,-0.1943,2.4858,1.5166,-24,29,326.4
2271,12,17,6,18,50,632,3363,139,8,0.0303,2.8236,1.7815,23,-93,350.4
2272,6,12,9,23,36,634,3369,144,5,0.5938,1.7804,0.7565,-23,-138,326.5
2272,12,5,17,32,31,635,3375,149,5,-0.6565,1.647,0.6596,22,97,296.7
2273,5,2,21,31,53,636,3380,116,1,-1.4925,0.1598,-0.9205,-17,39,123.2
2273,6,1,13,13,38,637,3381,154,1,1.3902,0.3413,-0.7267,-21,164,175.7
2273,10,26,23,19,49,638,3386,121,1,1.3288,0.4037,-0.5647,14,8,165.5
2273,11,25,9,1,53,638,3387,159,1,-1.302,0.452,-0.5144,19,-136,172.7
2274,4,21,22,48,59,639,3392,126,5,-0.7401,1.528,0.4723,-13,20,320.8
2274,10,16,12,48,9,641,3398,131,5,0.6683,1.6369,0.6264,10,167,308.3
2275,4,11,6,28,7,642,3404,136,8,0.0283,2.8077,1.8043,-8,-94,338.8
2275,10,5,19,44,7,643,3410,141,7,-0.0599,2.7794,1.7172,5,64,365.3
2276,3,30,20,26,6,645,3416,146,5,0.7334,1.4941,0.5301,-3,57,282.8
2276,9,23,20,35,24,646,3422,151,5,-0.8004,1.4311,0.3482,0,52,324.7
2277,2,19,2,29,15,647,3427,118,1,-1.2459,0.5662,-0.4229,10,-32,196.5
2277,3,20,12,44,38,648,3428,156,1,1.4094,0.2543,-0.7109,1,174,132.7
2277,8,14,9,1,20,649,3433,123,1,1.2678,0.5419,-0.4785,-13,-132,205.3
2277,9,12,21,49,40,649,3434,161,1,-1.4999,0.1328,-0.9207,-5,35,109.1
2278,2,8,13,19,10,650,3439,128,5,-0.5965,1.7864,0.7409,14,166,326
2278,8,3,20,37,40,652,3445,133,6,0.4592,1.9983,1.0322,-17,55,312.7
2279,1,28,16,45,42,653,3451,138,8,0.0954,2.7312,1.6355,18,114,374.2
2279,7,24,13,5,7,654,3457,143,6,-0.2877,2.3002,1.3593,-20,168,311.4
2280,1,17,15,49,31,656,3463,148,5,0.7749,1.4871,0.386,21,128,329
2280,6,13,21,38,7,657,3468,115,3,1.5302,0.042,-0.942,-22,39,57.3
2280,7,13,5,52,36,657,3469,153,1,-1.0376,0.9334,-0.0259,-23,-84,240.9
2280,12,7,3,32,38,659,3474,120,1,-1.4402,0.2273,-0.7964,21,-52,133.7
2281,1,5,18,6,46,659,3475,158,1,1.4136,0.2931,-0.7644,24,92,156.7
2281,6,3,6,42,43,660,3480,125,5,0.8322,1.3513,0.311,-22,-98,305.1
2281,11,26,16,27,11,661,3486,130,5,-0.7064,1.5494,0.5737,20,113,287.5
2282,5,23,8,52,42,663,3492,135,8,0.0856,2.7385,1.664,-21,-131,374.6
2282,11,16,8,23,4,664,3498,140,7,-0.026,2.7939,1.8261,19,-127,320.3
2283,5,12,9,37,20,666,3504,145,5,-0.6596,1.6779,0.6177,-19,-143,333.7
2283,11,5,22,38,43,667,3510,150,5,0.6877,1.5976,0.5945,16,19,301.6
2284,4,1,5,1,9,668,3515,117,1,1.3247,0.4227,-0.5682,-4,-71,174.2
2284,4,30,15,51,43,669,3516,155,1,-1.3601,0.3677,-0.6431,-16,124,168.7
2284,9,25,15,39,31,670,3521,122,1,-1.4139,0.2994,-0.7716,0,126,164.2
2284,10,25,7,1,35,670,3522,160,1,1.4633,0.2016,-0.8553,14,-107,132.6
2285,3,21,20,1,7,671,3527,127,5,0.5954,1.7459,0.7847,0,65,294.6
2285,9,14,15,53,25,673,3533,132,5,-0.6997,1.6132,0.5357,-4,124,336.1
2286,3,11,12,4,37,674,3539,137,7,-0.0929,2.6753,1.6996,4,-176,323.7
2286,9,3,18,37,54,675,3545,142,8,0.0648,2.7576,1.7209,-7,83,356.6
2287,3,1,0,30,2,677,3551,147,5,-0.8265,1.3553,0.3278,7,-2,293.6
2287,8,24,4,35,7,678,3557,152,5,0.8094,1.3624,0.3829,-10,-66,283.4
2288,1,19,11,19,30,680,3562,119,1,1.4316,0.2832,-0.8203,22,-164,162.8
2288,7,14,13,31,30,681,3568,124,5,-0.9954,1.0018,0.0604,-22,162,242.3
2288,8,12,20,15,31,681,3569,162,2,1.4946,0.0875,-0.8572,-13,60,78.4
2289,1,7,10,30,56,682,3574,129,5,0.7552,1.5188,0.4263,23,-153,327.8
2289,7,4,5,36,25,684,3580,134,7,-0.2703,2.3477,1.376,-23,-80,325.1
2289,12,27,14,46,24,685,3586,139,8,0.0364,2.8113,1.7713,23,141,349.1
2290,6,23,16,17,39,687,3592,144,5,0.5172,1.9221,0.8959,-23,119,334.4
2290,12,17,2,15,35,688,3598,149,5,-0.6473,1.6636,0.6768,23,-32,296.9
2291,5,14,4,20,25,690,3603,116,3,-1.558,0.0379,-1.0391,-20,-63,60.6
2291,6,12,19,47,41,690,3604,154,1,1.3123,0.4841,-0.5835,-22,66,206.7
2291,11,7,7,41,44,691,3609,121,1,1.3564,0.3553,-0.6174,18,-117,156.4
2291,12,6,17,45,10,691,3610,159,1,-1.2908,0.4735,-0.4951,21,94,176.6
2292,5,2,6,0,52,692,3615,126,5,-0.7956,1.4233,0.3735,-16,-88,312
2292,10,26,20,45,26,694,3621,131,5,0.7041,1.5743,0.5577,13,47,306
2293,4,21,14,13,28,695,3627,136,7,-0.0179,2.8237,1.8264,-12,149,337.2
2293,10,16,3,8,18,697,3633,141,7,-0.0144,2.8658,1.7979,9,-48,367.1
2294,4,11,4,36,13,698,3639,146,5,0.6956,1.5613,0.6014,-8,-66,286.1
2294,10,5,3,38,22,700,3645,151,5,-0.7442,1.5356,0.4498,4,-54,332.5
2295,3,2,11,1,8,701,3650,118,1,-1.2642,0.5329,-0.4564,6,-160,191.7
2295,3,31,21,2,51,701,3651,156,1,1.3816,0.3044,-0.6593,-3,49,144.6
2295,8,25,16,7,4,702,3656,123,1,1.3328,0.4218,-0.5971,-9,121,182.5
2295,9,24,5,0,2,703,3657,161,1,-1.4387,0.245,-0.8086,-1,-74,146.4
2296,2,19,21,35,59,704,3662,128,5,-0.6112,1.76,0.7135,11,42,325.6
2296,8,14,4,3,1,705,3668,133,5,0.5282,1.871,0.906,-14,-57,306.8
2297,2,8,0,46,4,707,3674,138,8,0.0832,2.7535,1.6578,15,-5,374.9
2297,8,3,20,37,10,708,3680,143,7,-0.2162,2.4317,1.4901,-17,55,313.9
2298,1,27,23,51,16,710,3686,148,5,0.764,1.506,0.407,19,8,329.8
2298,7,24,13,14,16,711,3692,153,5,-0.9673,1.0639,0.1017,-21,166,254.5
2298,12,18,12,3,40,713,3697,120,1,-1.4439,0.2196,-0.8025,22,-179,131.1
2299,1,17,2,30,29,713,3698,158,1,1.4048,0.3077,-0.7467,22,-32,159.8
2299,6,14,13,31,1,714,3703,125,5,0.9131,1.2036,0.1618,-22,161,293.7
2299,12,8,1,9,8,716,3709,130,5,-0.7167,1.5307,0.5547,22,-16,286
2300,6,3,15,28,6,717,3715,135,8,0.1655,2.5911,1.5183,-22,131,373.1
2300,11,27,17,0,33,719,3721,140,7,-0.0421,2.766,1.795,21,105,320.8
2301,5,23,16,29,16,720,3727,145,5,-0.5869,1.8089,0.7536,-21,115,339.6
2301,11,17,6,56,2,722,3733,150,5,0.6678,1.6368,0.6283,19,-105,305.1
2302,4,13,12,59,53,723,3738,117,1,1.3599,0.3552,-0.63,-8,169,160.1
2302,5,12,23,17,54,723,3739,155,1,-1.2986,0.4776,-0.5273,-19,12,189.4
