Year,Month,Day,Hour,Minute,Second,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth
2316,7,20,10,36,18,767,3915,141,1,-0.4819,0.9834,-8.1,23.1,61,5
2317,1,14,10,59,38,769,3921,146,1,-0.0298,0.9807,-23.2,20.5,88,356
2317,7,9,20,42,40,770,3927,151,14,0.3078,1.0406,40.4,-125.3,72,182
2318,1,3,15,47,14,772,3933,156,1,-0.7519,0.9265,-71.9,-53.7,41,1
2318,5,31,5,42,33,773,3938,123,13,-1.467,0.1192,-64.2,131.2,0,329
2318,6,29,12,30,22,773,3939,161,11,1.034,0.9583,66.7,-177.3,0,6
2318,12,23,15,7,26,775,3945,166,11,-1.4346,0.2279,-66.1,148.9,0,168
2319,5,20,21,37,23,776,3950,133,14,-0.7786,1.0336,-29,-125.8,39,340
2319,11,13,1,24,39,778,3956,138,1,0.8314,0.9784,35,179.6,34,205
2320,5,9,8,4,33,779,3962,143,1,-0.0347,0.982,15.6,62.1,88,337
2320,11,1,13,28,19,781,3968,148,17,0.0888,1.0406,-9.8,-20.8,85,204
2321,4,28,11,12,59,783,3974,153,1,0.7315,0.9367,54.5,-17,43,136
2321,10,22,5,31,18,784,3980,158,14,-0.6059,1.0567,-43.3,74.8,52,37
2322,3,18,19,21,51,785,3985,125,11,-1.464,0.1671,-61.1,-13.5,0,268
2322,4,17,11,14,23,786,3986,163,11,1.4446,0.2041,61.5,-94.9,0,68
2322,9,12,10,32,6,787,3991,130,11,1.3328,0.3865,61.1,122.2,0,279
2322,10,11,20,53,38,787,3992,168,11,-1.3371,0.3763,-61.4,123.6,0,105
2323,3,8,3,5,10,788,3997,135,7,-0.6906,1.0023,-42.4,166.1,46,320
2323,9,1,17,26,9,790,4003,140,1,0.6253,0.9584,41.7,-55.3,51,218
2324,2,25,16,57,32,792,4009,145,17,0.0257,1.0475,-8.1,-68.6,89,152
2324,8,20,18,28,22,793,4015,150,1,-0.1261,0.9449,5.7,-96,83,25
2325,2,14,8,52,36,795,4021,155,14,0.7038,1.0378,27.5,33.9,45,152
2325,8,9,20,16,24,796,4027,160,1,-0.8749,0.9648,-40.3,-146.1,29,30
2326,1,5,7,49,43,798,4032,127,11,-1.4177,0.244,-64.7,-141.2,0,206
2326,2,3,22,8,49,798,4033,165,11,1.434,0.2068,62.6,159.3,0,128
2326,6,30,20,18,36,799,4038,132,11,1.0107,0.9931,65.2,37.3,0,339
2326,12,25,10,36,53,801,4044,137,1,-0.7774,0.9182,-73.6,43.3,39,337
2327,6,20,12,55,1,802,4050,142,14,0.2542,1.0795,38.3,-8.3,75,186
2327,12,14,9,39,47,804,4056,147,1,-0.0969,0.925,-28.8,37,84,358
2328,6,9,5,33,53,805,4062,152,14,-0.4928,1.0524,-6.7,99.5,60,1
2328,12,2,12,36,37,807,4068,157,1,0.5974,0.9652,14.8,-6.9,53,183
2329,4,30,4,59,58,808,4073,124,11,1.4705,0.1514,70.6,-30.1,0,40
2329,5,29,17,41,9,809,4074,162,11,-1.3009,0.4449,-68.1,-72.5,0,351
2329,10,23,12,48,23,810,4079,129,11,-1.4082,0.2383,-71.1,-138.5,0,127
2329,11,21,22,59,20,810,4080,167,11,1.2521,0.5333,68.9,-145.4,0,198
2330,4,19,6,29,25,811,4085,134,1,0.7742,0.9302,59,62.9,39,151
2330,10,13,5,13,41,813,4091,139,14,-0.7208,1.0528,-51.2,82.5,44,27
2331,4,8,6,57,9,815,4097,144,1,0.0408,0.9506,9.2,79,88,164
2331,10,2,19,39,16,816,4103,149,14,-0.0097,1.0188,-4,-114.2,89,17
2332,3,27,13,11,34,818,4109,154,1,-0.6831,0.9944,-38.3,2,47,338
2332,9,21,3,59,10,819,4115,159,1,0.7666,0.9613,47.9,142.3,40,207
2333,2,15,16,14,20,821,4120,126,11,1.3087,0.427,70.9,-106.2,0,132
2333,3,17,2,10,53,821,4121,164,11,-1.3417,0.3651,-72.1,-112.5,0,265
2333,8,11,14,6,48,822,4126,131,11,-1.3558,0.3534,-70.5,-66.9,0,38
2333,9,10,5,42,0,823,4127,169,12,1.5299,0.0592,72,-157.1,0,286
2334,2,5,7,50,29,824,4132,136,14,0.6603,1.0272,24.6,60.8,49,168
2334,7,31,17,26,33,825,4138,141,1,-0.5608,0.9851,-15.6,-81.8,56,9
2335,1,25,19,29,43,827,4144,146,1,-0.0247,0.9784,-20.6,-105.9,88,352
2335,7,21,3,57,49,829,4150,151,14,0.2306,1.044,34,127.4,76,186
2336,1,14,23,56,42,830,4156,156,1,-0.7463,0.925,-69.6,-164.9,41,349
2336,7,9,19,58,22,832,4162,161,14,0.9598,1.0657,83.2,49.4,16,345
2337,1,2,23,9,44,833,4168,166,11,-1.4252,0.2434,-67.2,18,0,179
2337,5,31,5,5,56,835,4173,133,14,-0.847,1.0309,-34.6,121.2,32,344
2337,11,23,9,37,55,836,4179,138,1,0.8488,0.9786,35.5,53.8,32,200
2338,5,20,15,14,20,838,4185,143,1,-0.1011,0.9812,14.5,-44,84,342
2338,11,12,21,52,54,840,4191,148,14,0.1131,1.0399,-11.7,-146.4,84,201
2339,5,9,18,8,4,841,4197,153,1,0.6672,0.9392,54.7,-114.5,48,143
2339,11,2,13,51,50,843,4203,158,14,-0.5751,1.0536,-45.8,-48.3,55,34
2340,3,29,3,3,37,844,4208,125,11,-1.4941,0.1131,-61.2,-137.3,0,277
2340,4,27,18,21,33,844,4209,163,11,1.3873,0.3005,62,149.8,0,59
2340,9,22,18,1,34,846,4214,130,11,1.3925,0.2793,61.1,1.4,0,270
2340,10,22,4,55,28,846,4215,168,11,-1.3037,0.4387,-61.7,-5.3,0,114
2341,3,18,11,18,20,847,4220,135,7,-0.7137,1.0075,-39.8,42.6,44,321
2341,9,12,0,22,47,849,4226,140,1,0.695,0.9529,41.7,-156.4,46,220
2342,3,8,1,32,14,851,4232,145,14,0.0072,1.0511,-4.9,162.9,90,149
2342,9,1,1,6,55,852,4238,150,1,-0.048,0.9434,6.1,165.7,87,28
2343,2,25,17,32,18,854,4244,155,14,0.6913,1.0385,29.6,-97.7,46,149
2343,8,21,3,7,5,855,4250,160,1,-0.7957,0.9679,-35.1,112.8,37,31
2344,1,16,16,13,41,857,4255,127,11,-1.427,0.2288,-63.8,83.5,0,216
2344,2,15,6,37,58,857,4256,165,11,1.428,0.2178,62,23.3,0,119
2344,7,11,3,39,15,858,4261,132,11,1.0818,0.8591,64.3,-82.3,0,330
2344,8,9,11,59,5,859,4262,170,12,-1.4974,0.0788,-62.3,-52.2,0,54
2345,1,4,18,40,23,860,4267,137,1,-0.7872,0.9165,-71.9,-64.6,38,323
2345,6,30,20,26,17,862,4273,142,14,0.3267,1.0797,42.1,-117.7,71,192
2345,12,24,17,41,4,863,4279,147,4,-0.1081,0.9252,-29.7,-81.1,84,353
2346,6,20,12,58,44,865,4285,152,14,-0.4224,1.0515,-1.5,-12.7,65,5
2346,12,13,20,55,36,867,4291,157,1,0.5848,0.9665,12.8,-133.1,54,178
2347,5,11,12,7,8,868,4296,124,13,1.5351,0.0391,69.7,-149.1,0,28
2347,6,10,0,44,42,868,4297,162,11,-1.2329,0.567,-67.1,170.8,0,1
2347,11,3,21,9,19,870,4302,129,11,-1.4337,0.1903,-70.4,83.4,0,140
2347,12,3,7,33,33,870,4303,167,11,1.2358,0.5635,67.9,74.8,0,187
2348,4,29,13,29,0,871,4308,134,1,0.8338,0.9315,68.1,-48.8,33,145
2348,10,23,13,26,56,873,4314,139,14,-0.7564,1.0476,-58.2,-43.6,41,28
2349,4,18,14,16,52,874,4320,144,1,0.0899,0.9557,16,-32.1,85,165
2349,10,13,3,28,54,876,4326,149,7,-0.0532,1.0126,-10.6,127.2,87,16
2350,4,7,21,6,3,878,4332,154,7,-0.6452,1.0011,-31.7,-119.7,50,340
2350,10,2,11,14,7,879,4338,159,1,0.7131,0.9568,39.8,28.7,44,203
2351,2,27,0,56,12,881,4343,126,11,1.3209,0.4037,71.5,110.1,0,119
2351,3,28,10,30,57,881,4344,164,11,-1.3126,0.4195,-72.1,108.5,0,279
2351,8,22,20,42,47,882,4349,131,11,-1.4322,0.2228,-71.2,-178.6,0,51
2351,9,21,12,33,27,883,4350,169,11,1.4664,0.168,72.2,86.2,0,273
2352,2,16,16,32,6,884,4355,136,14,0.6709,1.0266,28.5,-71.8,48,164
2352,8,11,0,21,35,886,4361,141,1,-0.6366,0.9862,-23.6,171.2,50,13
2353,2,5,3,56,55,887,4367,146,1,-0.0179,0.9766,-17.1,128,89,349
2353,7,31,11,17,6,889,4373,151,14,0.1559,1.0467,27.2,17.8,81,190
2354,1,25,8,3,20,891,4379,156,1,-0.7388,0.924,-66,80.6,42,341
2354,7,21,3,28,22,892,4385,161,14,0.887,1.0697,81.4,171.7,27,221
2355,1,14,7,12,20,894,4391,166,11,-1.4158,0.2588,-68.2,-113.4,0,190
2355,6,11,12,28,18,895,4396,133,14,-0.9196,1.0269,-43.3,9.2,23,348
2355,12,4,17,58,37,897,4402,138,1,0.8609,0.9792,36,-74.4,30,195
2356,5,30,22,15,18,899,4408,143,1,-0.1735,0.98,12.2,-148,80,346
2356,11,23,6,24,55,900,4414,148,14,0.1317,1.0394,-13.2,86.3,83,197
2357,5,20,0,54,23,902,4420,153,1,0.5961,0.9415,53.9,151,53,150
2357,11,12,22,20,23,904,4426,158,14,-0.5514,1.0505,-48.4,-172.7,56,31
2358,4,9,10,37,39,905,4431,125,13,-1.5309,0.0468,-61.4,100.7,0,286
2358,5,9,1,21,14,905,4432,163,11,1.3231,0.4097,62.6,36.2,0,50
2358,10,4,1,36,39,907,4437,130,11,1.4464,0.1835,61.1,-120.7,0,261
2358,11,2,13,4,0,907,4438,168,11,-1.2765,0.4889,-62.2,-136.1,0,123
2359,3,29,19,24,46,908,4443,135,14,-0.7429,1.0128,-37.9,-79.3,42,323
2359,9,23,7,24,42,910,4449,140,1,0.7595,0.9471,41.9,100.6,40,221
2360,3,18,9,59,22,912,4455,145,14,-0.0177,1.0549,-1.8,36.4,89,331
2360,9,11,7,52,25,913,4461,150,4,0.0244,0.9415,5.7,65.6,89,208
2361,3,8,2,5,56,915,4467,155,14,0.6743,1.0396,31.9,132.7,47,146
2361,8,31,10,4,30,917,4473,160,1,-0.7211,0.9701,-32.2,9.7,44,33
2362,1,27,0,36,0,918,4478,127,11,-1.4368,0.2125,-62.9,-51.1,0,225
2362,2,25,15,2,3,918,4479,165,11,1.419,0.2344,61.6,-111.3,0,109
2362,7,22,11,1,14,920,4484,132,11,1.1522,0.7256,63.5,157.9,0,321
2362,8,20,19,18,10,920,4485,170,11,-1.4239,0.2148,-61.8,-170.7,0,63
2363,1,16,2,45,7,922,4490,137,1,-0.7955,0.9154,-68.8,-177.6,37,314
2363,7,12,3,55,3,923,4496,142,14,0.4012,1.0792,45,134.5,66,198
2364,1,5,1,46,48,925,4502,147,1,-0.1161,0.9259,-29.4,159.7,83,348
2364,6,30,20,19,48,927,4508,152,14,-0.3494,1.0499,2.9,-123.3,70,9
2364,12,24,5,18,59,928,4514,157,1,0.5752,0.9683,11.6,99.8,55,174
2365,6,20,7,44,13,930,4520,162,11,-1.1623,0.6935,-66.1,55.7,0,12
2365,11,14,5,37,33,931,4525,129,11,-1.454,0.1526,-69.5,-55.9,0,153
2365,12,13,16,12,42,932,4526,167,11,1.223,0.5872,66.8,-65.6,0,176
2366,5,10,20,22,8,933,4531,134,1,0.8981,0.9323,77.9,-169.5,26,129
2366,11,3,21,46,4,935,4537,139,14,-0.7868,1.0426,-64.8,-170.2,38,29
2367,4,29,21,30,3,936,4543,144,4,0.1451,0.9607,22.8,-141.2,82,167
2367,10,24,11,25,4,938,4549,149,7,-0.0902,1.0065,-16.7,7.3,85,15
2368,4,18,4,51,38,940,4555,154,7,-0.5992,1.0079,-24.8,120.8,53,344
2368,10,12,18,37,20,942,4561,159,1,0.6672,0.9522,32.5,-85.8,48,199
2369,3,9,9,30,24,943,4566,126,11,1.3392,0.3686,71.9,-32.2,0,105
2369,4,7,18,42,10,943,4567,164,11,-1.2763,0.488,-71.8,-28.1,0,293
2369,9,2,3,25,56,945,4572,131,13,-1.5027,0.1025,-71.7,67.4,0,64
2369,10,1,19,33,31,945,4573,169,11,1.4094,0.2651,72.1,-32.7,0,259
2370,2,27,1,7,2,946,4578,136,14,0.6865,1.0262,33.2,157,46,161
2370,8,22,7,22,21,948,4584,141,1,-0.7082,0.9867,-32,62,45,17
2371,2,16,12,18,49,950,4590,146,1,-0.0075,0.9753,-12.9,2.7,89,348
2371,8,11,18,38,4,951,4596,151,14,0.0821,1.0487,19.9,-93,85,192
2372,2,5,16,7,48,953,4602,156,1,-0.7301,0.9237,-61.5,-36.9,43,336
2372,7,31,10,58,30,955,4608,161,14,0.8144,1.0717,71,45.5,35,209
2373,1,24,15,14,59,957,4614,166,11,-1.4062,0.2742,-69.3,114.5,0,202
2373,6,21,19,45,29,958,4619,133,19,-0.9954,1.0191,-62.7,-100.1,3,349
2373,12,15,2,25,55,960,4625,138,1,0.8678,0.9803,36.7,155.4,29,190
2374,6,11,5,9,56,961,4631,143,1,-0.2504,0.9784,8.8,109.1,76,351
2374,12,4,15,2,56,963,4637,148,14,0.1455,1.039,-14.1,-42.4,82,193
2375,5,31,7,34,33,965,4643,153,1,0.52,0.9436,52,57.9,58,158
2375,11,24,6,54,54,967,4649,158,14,-0.5328,1.0474,-50.7,62.3,58,26
2376,5,19,8,14,44,968,4655,163,11,1.2528,0.5304,63.3,-76.1,0,41
2376,10,14,9,18,28,970,4660,130,11,1.4941,0.1003,61.4,115.4,0,252
2376,11,12,21,19,6,970,4661,168,11,-1.2551,0.5279,-62.8,91.4,0,132
2377,4,9,3,25,10,971,4666,135,14,-0.7779,1.018,-37.1,160.2,39,325
2377,10,3,14,33,17,973,4672,140,1,0.8178,0.9413,42.6,-4.7,35,220
2378,3,29,18,20,23,975,4678,145,14,-0.048,1.0587,1.1,-88.6,87,331
2378,9,22,14,45,48,977,4684,150,1,0.0904,0.9396,4.8,-36.6,85,209
2379,3,19,10,31,47,978,4690,155,14,0.6512,1.0409,34.3,5.6,49,144
2379,9,11,17,9,32,980,4696,160,1,-0.6518,0.9717,-30.9,-95.4,49,34
2380,2,7,8,54,1,982,4701,127,11,-1.4496,0.1909,-62.2,175.7,0,235
2380,3,7,23,17,52,982,4702,165,11,1.4039,0.2615,61.3,116.3,0,100
2380,8,1,18,26,17,983,4707,132,11,1.2207,0.5949,62.8,37.7,0,312
2380,8,31,2,44,39,984,4708,170,11,-1.3553,0.3422,-61.4,69.2,0,72
2381,1,26,10,46,38,985,4713,137,1,-0.8064,0.9149,-65.3,66.8,36,309
2381,7,22,11,25,2,987,4719,142,14,0.4748,1.0777,46.9,26.9,61,205
2382,1,15,9,53,22,988,4725,147,1,-0.1241,0.9274,-28.1,40.1,83,343
2382,7,12,3,37,51,990,4731,152,14,-0.2744,1.0475,6.5,127.5,74,13
2383,1,4,13,46,26,992,4737,157,1,0.5682,0.9706,11.4,-28.1,55,169
2383,7,1,14,37,42,994,4743,162,11,-1.087,0.8276,-65.1,-57.5,0,21
2383,11,25,14,13,32,995,4748,129,11,-1.4683,0.126,-68.6,163.5,0,165
2383,12,25,0,57,4,995,4749,167,11,1.2144,0.6033,65.8,153.2,0,165
2384,5,21,3,5,26,997,4754,134,1,0.9701,0.9317,80.8,-0.8,13,40
2384,11,14,6,13,20,999,4760,139,14,-0.8102,1.0377,-70.9,63.5,36,28
2385,5,10,4,36,49,1000,4766,144,1,0.2063,0.9657,29.5,111.9,78,169
2385,11,3,19,27,30,1002,4772,149,7,-0.1212,1.0004,-22.1,-113.5,83,13
2386,4,29,12,32,25,1004,4778,154,8,-0.5483,1.0146,-18.1,2.9,57,347
2386,10,24,2,6,43,1006,4784,159,1,0.6268,0.9475,26.1,158.8,51,196
2387,3,20,17,59,8,1007,4789,126,11,1.3624,0.3241,72.1,-173.3,0,90
2387,4,19,2,47,6,1007,4790,164,11,-1.2345,0.5677,-71.3,-162.7,0,306
2387,10,13,2,41,4,1009,4796,169,11,1.3579,0.3523,71.8,-153.3,0,245
2388,3,9,9,36,21,1011,4801,136,14,0.7064,1.026,38.5,27,45,158
2388,9,1,14,30,25,1012,4807,141,1,-0.7744,0.9867,-40.7,-50.1,39,22
2389,2,26,20,33,52,1014,4813,146,1,0.0078,0.9744,-8.1,-121.3,90,162
2389,8,22,2,5,53,1016,4819,151,14,0.0133,1.05,12.5,153.9,89,193
2390,2,16,0,6,58,1018,4825,156,1,-0.7177,0.9239,-56.4,-155.6,44,335
2390,8,11,18,31,27,1019,4831,161,14,0.7441,1.0724,61.3,-72.5,42,206
2391,2,4,23,15,6,1021,4837,166,11,-1.3944,0.2933,-70.3,-17.6,0,215
2391,7,3,2,58,53,1023,4842,133,11,-1.0732,0.8664,-67.1,143,0,358
2391,8,1,11,14,32,1023,4843,171,12,1.4925,0.0766,69.6,167.9,0,332
2391,12,26,10,57,15,1024,4848,138,1,0.8723,0.982,37.6,24,29,184
2392,6,21,11,57,58,1026,4854,143,1,-0.3319,0.9762,4.1,7.3,71,355
2392,12,14,23,46,26,1028,4860,148,14,0.155,1.0391,-14.5,-172.4,81,188
2393,6,10,14,8,41,1030,4866,153,1,0.4389,0.9453,48.8,-34.4,64,166
2393,12,4,15,34,35,1032,4872,158,14,-0.5188,1.0445,-52.6,-63,58,20
2394,5,30,15,3,3,1033,4878,163,11,1.1775,0.6609,64.1,172.7,0,32
2394,10,25,17,7,13,1035,4883,130,13,1.5351,0.0298,61.8,-10.3,0,243
2394,11,24,5,40,36,1035,4884,168,11,-1.2398,0.5555,-63.6,-43,0,142
2395,4,20,11,17,15,1037,4889,135,14,-0.8203,1.023,-37.7,41.9,35,327
2395,10,14,21,49,16,1038,4895,140,1,0.8691,0.9354,44,-112.4,29,219
2396,4,9,2,33,17,1040,4901,145,14,-0.0851,1.0625,3.4,148.7,85,332
2396,10,2,21,48,7,1042,4907,150,1,0.1493,0.9375,3.5,-141.2,81,209
2397,3,29,18,49,52,1044,4913,155,14,0.6221,1.0423,36.7,-118.9,51,144
2397,9,22,0,23,55,1046,4919,160,1,-0.5892,0.9728,-30.9,157.2,54,34
2398,2,17,17,8,14,1047,4924,127,11,-1.4648,0.165,-61.7,43.5,0,244
2398,3,19,7,27,8,1047,4925,165,11,1.3844,0.2965,61.2,-14.4,0,91
2398,8,13,1,53,37,1049,4930,132,11,1.2877,0.4669,62.2,-82.9,0,303
2398,9,11,10,16,34,1049,4931,170,11,-1.2902,0.4632,-61.2,-52.3,0,81
2399,2,6,18,46,44,1051,4936,137,1,-0.818,0.915,-61.6,-51,35,307
2399,8,2,18,55,14,1052,4942,142,14,0.5482,1.0754,48,-80.4,57,211
2400,1,26,18,0,10,1054,4948,147,1,-0.1322,0.9295,-26,-79.9,82,339
2400,7,22,10,54,48,1056,4954,152,14,-0.1992,1.0444,9.1,19,79,17
2401,1,14,22,15,20,1058,4960,157,1,0.5617,0.9735,11.9,-156.4,56,165
2401,7,11,21,29,20,1060,4966,162,11,-1.0111,0.962,-64.2,-169.9,0,31
2401,12,5,22,53,37,1061,4971,129,11,-1.4797,0.1049,-67.5,22.4,0,176
2402,1,4,9,42,28,1061,4972,167,11,1.2064,0.6184,64.7,12.2,0,155
2402,6,1,9,44,38,1063,4977,134,11,1.0452,0.8834,67.8,-135.9,0,6
2402,11,25,14,45,41,1065,4983,139,14,-0.8291,1.0332,-76.2,-59.6,34,22
2403,5,21,11,36,55,1066,4989,144,1,0.2737,0.9705,36.1,7.4,74,173
2403,11,15,3,36,24,1068,4995,149,1,-0.1461,0.9947,-26.8,124.9,81,9
2404,5,9,20,5,45,1070,5001,154,14,-0.4902,1.0212,-11.4,-112.8,61,350
2404,11,3,9,44,7,1072,5007,159,1,0.5935,0.943,20.5,42,53,193
2405,3,31,2,18,52,1073,5012,126,11,1.3928,0.2654,71.9,47.9,0,76
2405,4,29,10,43,55,1074,5013,164,11,-1.1858,0.6613,-70.6,65.3,0,319
2405,10,23,9,58,55,1076,5019,169,11,1.3142,0.4261,71.3,83.8,0,232
2406,3,20,17,57,23,1077,5024,136,14,0.7327,1.0258,44.5,-101.3,43,155
2406,9,12,21,45,23,1079,5030,141,1,-0.8356,0.9862,-49.6,-165.5,33,27
2407,3,10,4,41,40,1081,5036,146,1,0.0283,0.9739,-2.7,116.1,88,163
2407,9,2,9,38,25,1082,5042,151,14,-0.0517,1.0506,5.1,39.2,87,17
2408,2,27,7,59,40,1084,5048,156,1,-0.7004,0.9249,-50.8,85.5,45,334
2408,8,22,2,7,39,1086,5054,161,14,0.6766,1.072,52.3,170,47,204
2409,2,15,7,12,30,1088,5060,166,11,-1.3802,0.3163,-71.1,-149.6,0,228
2409,7,13,10,9,33,1089,5065,133,11,-1.1523,0.7186,-68.1,24.6,0,9
2409,8,11,18,38,31,1090,5066,171,11,1.4271,0.2021,70.4,44.8,0,320
2410,1,5,19,31,39,1091,5071,138,1,0.8749,0.9842,38.8,-108.2,29,179
2410,7,2,18,42,30,1093,5077,143,1,-0.4152,0.9735,-1.6,-94.4,65,359
2410,12,26,8,33,58,1095,5083,148,14,0.1613,1.0395,-14.1,56.6,81,184
2411,6,21,20,37,43,1097,5089,153,1,0.3537,0.9467,44.2,-126.9,69,173
2411,12,16,0,19,7,1099,5095,158,14,-0.5093,1.0419,-53.6,171.2,59,13
2412,6,9,21,48,4,1100,5101,163,11,1.0988,0.7983,65,62.1,0,22
2412,12,4,14,6,31,1102,5107,168,11,-1.2288,0.5751,-64.5,-178.7,0,152
2413,4,30,19,3,57,1104,5112,135,14,-0.8677,1.0274,-40,-75,30,330
2413,10,25,5,13,20,1106,5118,140,1,0.9129,0.9298,46.2,137.3,24,218
2414,4,20,10,39,39,1107,5124,145,14,-0.1279,1.0661,5,27.7,83,334
2414,10,14,4,58,50,1109,5130,150,1,0.2015,0.9355,2.2,111.8,78,207
2415,4,10,2,59,35,1111,5136,155,14,0.5866,1.0436,38.9,119.6,54,144
2415,10,3,7,47,48,1113,5142,160,1,-0.5335,0.9736,-31.8,47.4,58,34
2416,2,29,1,13,31,1115,5147,127,11,-1.4865,0.1279,-61.3,-86.2,0,253
2416,3,29,15,24,54,1115,5148,165,11,1.3563,0.3466,61.2,-142.2,0,82
2416,8,23,9,26,38,1116,5153,132,11,1.3505,0.3468,61.8,155.2,0,294
2416,9,21,17,57,51,1117,5154,170,11,-1.2321,0.5716,-61.1,-176,0,89
2417,2,17,2,40,42,1118,5159,137,1,-0.8345,0.9155,-58.3,-168.3,33,306
2417,8,13,2,28,6,1120,5165,142,14,0.6189,1.0723,48.3,171.4,52,216
2418,2,6,2,4,4,1122,5171,147,1,-0.1431,0.9322,-23.3,160.5,82,336
2418,8,2,18,11,10,1124,5177,152,14,-0.1242,1.0406,10.9,-89,83,21
2419,1,26,6,44,37,1126,5183,157,1,0.555,0.977,13.2,75.2,56,161
2419,7,23,4,16,45,1128,5189,162,1,-0.9322,0.9753,-45.6,98.2,21,24
2419,12,17,7,40,7,1129,5194,129,11,-1.4865,0.0925,-66.5,-119.7,0,187
2420,1,15,18,30,39,1129,5195,167,11,1.2004,0.6298,63.8,-129.2,0,145
2420,6,11,16,17,2,1131,5200,134,11,1.1256,0.747,66.8,115.6,0,355
2420,12,5,23,23,52,1133,5206,139,14,-0.8431,1.029,-80.2,-174,32,6
2421,5,31,18,32,59,1135,5212,144,1,0.3451,0.975,42.4,-95,70,177
2421,11,25,11,51,41,1136,5218,149,1,-0.1652,0.9893,-30.4,2.4,80,6
2422,5,21,3,34,51,1138,5224,154,14,-0.4278,1.0275,-5,133.1,65,354
2422,11,14,17,27,40,1140,5230,159,1,0.5657,0.9386,15.9,-75.8,55,189
2423,4,11,10,32,40,1142,5235,126,11,1.4282,0.197,71.6,-89.1,0,63
2423,5,10,18,35,17,1142,5236,164,11,-1.1323,0.7647,-69.7,-64.8,0,332
2423,11,3,17,24,51,1144,5242,169,11,1.2769,0.4887,70.5,-40.5,0,219
2424,3,31,2,10,10,1146,5247,136,14,0.7652,1.0254,51.3,131.9,40,152
2424,9,23,5,9,46,1147,5253,141,1,-0.8896,0.9853,-58.6,74.1,27,36
2425,3,20,12,41,12,1149,5259,146,1,0.0546,0.9735,3.1,-4.7,87,162
2425,9,12,17,18,7,1151,5265,151,17,-0.1113,1.0507,-2.3,-77.5,84,17
2426,3,9,15,44,45,1153,5271,156,1,-0.6774,0.9262,-44.7,-32.5,47,336
2426,9,2,9,48,47,1155,5277,161,14,0.6133,1.0709,43.8,51.6,52,203
2427,2,26,15,3,45,1157,5283,166,11,-1.3607,0.3484,-71.7,79.3,0,241
2427,7,24,17,18,10,1158,5288,133,11,-1.2318,0.5709,-69.1,-93.7,0,20
2427,8,23,2,4,51,1159,5289,171,11,1.3642,0.3222,71.1,-79.4,0,308
2428,1,17,4,7,20,1160,5294,138,1,0.877,0.987,40.5,119.1,28,173
2428,7,13,1,23,55,1162,5300,143,1,-0.4998,0.9702,-8.3,163.9,60,3
2429,1,5,17,22,56,1164,5306,148,14,0.1666,1.0404,-13,-74.9,80,179
2429,7,2,3,4,30,1166,5312,153,1,0.2668,0.9476,38.6,139.6,74,179
2429,12,26,9,7,20,1168,5318,158,14,-0.5035,1.0397,-53.7,44.9,60,6
2430,6,21,4,29,27,1170,5324,163,11,1.016,0.9438,66,-48,0,13
2430,12,15,22,37,29,1172,5330,168,11,-1.2227,0.5857,-65.5,44,0,162
2431,5,12,2,43,30,1173,5335,135,14,-0.9214,1.031,-44.8,170.4,22,332
2431,11,5,12,45,40,1175,5341,140,1,0.9496,0.9242,49.5,24.5,18,216
2432,4,30,18,37,31,1177,5347,145,14,-0.178,1.0694,5.8,-91,80,337
2432,10,24,12,19,58,1179,5353,150,1,0.2455,0.9335,0.8,2.1,76,205
2433,4,20,11,1,32,1181,5359,155,14,0.545,1.0449,40.8,0.9,57,146
2433,10,13,15,20,16,1183,5365,160,1,-0.484,0.9742,-33.4,-64.2,61,33
2434,3,11,9,12,47,1184,5370,127,11,-1.5121,0.0837,-61.1,145.6,0,263
2434,4,9,23,15,24,1184,5371,165,11,1.3232,0.4058,61.4,91.7,0,73
2434,9,3,17,4,8,1186,5376,132,11,1.4099,0.2331,61.5,32.2,0,285
2434,10,3,1,46,3,1186,5377,170,11,-1.1789,0.6705,-61.1,58.6,0,98
2435,2,28,10,29,45,1188,5382,137,1,-0.8546,0.9165,-55.4,75,31,306
2435,8,24,10,3,12,1190,5388,142,14,0.6875,1.0684,48.2,62.2,46,221
2436,2,17,10,5,24,1192,5394,147,1,-0.1567,0.9355,-20.2,41.1,81,333
2436,8,13,1,29,33,1194,5400,152,17,-0.0517,1.0361,11.8,162.8,87,25
2437,2,5,15,11,25,1196,5406,157,1,0.5453,0.981,14.9,-52.5,57,157
2437,8,2,11,6,1,1198,5412,162,1,-0.8553,0.9741,-37.4,-2.8,31,26
2437,12,27,16,29,7,1199,5417,129,11,-1.492,0.0824,-65.5,98.1,0,198
2438,1,26,3,17,37,1199,5418,167,11,1.1929,0.6441,63,90.1,0,135
2438,6,22,22,46,47,1201,5423,134,11,1.2079,0.6068,65.8,8.2,0,345
2438,12,17,8,5,40,1203,5429,139,14,-0.8539,1.0254,-81.7,84.3,31,336
2439,6,12,1,25,22,1205,5435,144,1,0.4206,0.9791,48.2,165.1,65,183
2439,12,6,20,11,47,1207,5441,149,1,-0.1794,0.9844,-33,-120.5,79,1
2440,5,31,10,58,15,1209,5447,154,14,-0.3598,1.0334,1,21,69,358
2440,11,25,1,18,39,1211,5453,159,1,0.5445,0.9347,12.2,164.9,57,185
